13536552708	11	108	part4
13527699676	11	90	part2
13580823244	13	62	part4
13520428540	6	39	part1
13567713838	4	63	part3
13525074400	15	39	part2
13589465184	8	14	part1
13548612149	18	123	part4
13547428941	10	42	part3
13563524834	11	142	part2
13528125385	10	78	part2
13557846877	4	45	part3
13567803132	2	49	part3
13571900301	15	7	part4
13579275697	6	96	part2
13505834689	15	132	part2
13592741203	18	116	part3
13571328726	12	82	part2
13545054208	19	147	part2
13572121329	15	91	part2
13535180675	5	11	part4
13503110997	11	28	part3
13549203675	8	100	part4
13571262999	1	68	part4
13530021151	3	127	part4
13567441416	9	18	part4
13531928987	17	79	part1
13579069658	17	6	part4
13509139541	19	145	part2
13590118259	4	6	part4
13572669701	14	77	part3
13536692481	10	111	part4
13554813143	14	129	part1
13551592659	6	64	part1
13513441728	15	125	part4
13540063653	13	116	part2
13522673314	10	115	part4
13599522228	12	10	part1
13518746902	9	95	part1
13500589431	3	142	part2
13515316072	3	86	part4
13573341247	3	86	part3
13578248753	9	59	part1
13570236603	19	51	part4
13551388938	11	48	part4
13546009009	15	132	part3
13509608945	1	119	part2
13527070885	3	143	part2
13507299445	19	5	part3
13594335055	15	123	part2
13547227793	19	92	part3
13552209471	10	85	part2
13583845156	11	119	part1
13519695310	18	115	part3
13510411865	15	65	part3
13583907115	16	80	part4
13576071814	6	25	part3
13502871637	3	61	part4
13594741901	2	59	part1
13523848538	6	26	part3
13597263492	0	132	part2
13562778344	9	12	part2
13538867223	19	93	part3
13532097628	4	92	part1
13565866001	9	127	part2
13577875524	0	122	part3
13513347528	19	38	part1
13566046834	3	65	part3
13507084007	8	137	part4
13587983198	4	71	part3
13525234356	8	134	part1
13559125917	16	67	part2
13558329945	14	57	part1
13591940548	12	94	part3
13538831408	7	113	part3
13563389837	9	15	part1
13596839313	0	0	part1
13504402047	3	125	part1
13515949915	12	96	part2
13550635687	11	110	part2
13553311786	9	83	part2
13530446720	3	130	part3
13583667448	16	130	part4
13502326616	14	89	part1
13562060137	0	69	part3
13505884613	19	28	part1
13535488903	6	148	part1
13558405610	6	13	part2
13559098789	4	143	part3
13556204699	6	58	part3
13563004369	0	66	part4
13541682277	2	11	part2
13520013449	4	57	part4
13510771094	18	20	part2
13599764775	18	53	part4
13547205742	18	42	part4
13543671664	6	13	part1
13560174725	18	117	part4
13523647816	17	135	part3
13531210000	16	133	part3
13552717308	0	117	part1
13534932281	12	90	part3
13510797576	0	10	part1
13550816419	14	42	part3
13525194265	4	41	part3
13503890474	4	139	part3
13516794110	6	145	part1
13524826747	0	98	part1
13523800131	9	137	part2
13516261695	9	124	part4
13570957417	7	109	part2
13526660754	3	146	part4
13576636408	1	116	part4
13543061808	12	10	part1
13597650065	7	141	part2
13574458313	3	118	part1
13567273352	17	102	part1
13583039898	10	140	part2
13512730395	11	40	part1
13545220709	1	11	part4
13553415459	17	49	part3
13594055808	3	131	part3
13500445906	19	107	part4
13592294499	12	39	part2
13518502079	10	9	part2
13508543386	18	76	part2
13533547975	7	112	part3
13542192311	13	77	part1
13591149689	0	5	part4
13506161983	18	57	part1
13516187731	3	125	part1
13525137591	2	16	part1
13531010858	4	28	part4
13535844269	1	10	part1
13503704977	1	78	part1
13567325998	4	88	part4
13567427435	15	76	part2
13595499546	8	26	part2
13573473941	4	14	part4
13561742429	5	103	part4
13527819343	18	55	part1
13509839502	14	46	part2
13567465768	5	34	part1
13512494406	6	64	part4
13550830855	14	80	part2
13523269454	6	73	part4
13556793643	8	66	part2
13551130702	16	135	part3
13590689631	8	37	part3
13591538189	9	78	part1
13524734825	12	93	part3
13582848360	14	74	part4
13519106587	7	97	part4
13500727678	15	46	part3
13516305582	7	49	part4
13562126735	14	116	part4
13545239056	19	116	part3
13547563952	1	76	part4
13545768161	12	75	part1
13525598522	10	71	part2
13568711169	10	75	part2
13573120322	14	20	part4
13554155490	6	102	part1
13550881810	13	19	part1
13547254112	5	133	part3
13538766408	3	143	part4
13572499091	15	134	part1
13565379939	0	74	part3
13535129346	5	126	part3
13507972541	17	56	part4
13526196982	10	21	part3
13501985614	5	50	part2
13594204904	11	141	part1
13543629249	17	27	part4
13556863495	3	77	part2
13540154700	10	101	part4
13556641836	7	70	part3
13528608893	6	75	part1
13536689252	3	41	part4
13549270282	13	47	part1
13598288288	6	36	part3
13591837226	7	65	part3
13584890413	0	4	part4
13582594461	18	59	part2
13572571887	10	84	part4
13571555388	0	39	part3
13522042027	12	132	part3
13529907068	11	21	part2
13511229900	2	51	part3
13531764484	14	74	part1
13595903000	11	100	part3
13563647624	16	113	part2
13536740828	15	19	part2
13582593079	7	101	part2
13531657889	2	101	part4
13508720133	13	23	part2
13546277548	18	139	part1
13597530460	3	9	part3
13524902724	11	55	part1
13554064070	0	34	part4
13517126753	6	85	part1
13521384949	5	101	part1
13563326461	20	109	part3
13518955524	16	46	part2
13515055817	9	62	part4
13596559956	13	19	part4
13552861991	18	14	part4
13586124139	6	53	part3
13534560488	17	95	part4
13519099060	2	79	part1
13595303765	7	119	part1
13588736137	6	19	part3
13597827349	2	73	part2
13551734878	7	84	part2
13516882941	11	71	part2
13500366527	8	1	part1
13570117686	15	17	part1
13583207648	18	59	part2
13523003278	18	34	part4
13532748337	11	92	part4
13523804749	12	72	part3
13523721430	5	50	part2
13577376757	11	104	part1
13534225106	18	92	part4
13509656673	16	15	part2
13541870121	18	106	part2
13575819681	19	136	part2
13596797863	10	129	part3
13577270656	4	13	part2
13564162011	9	35	part1
13549802052	9	26	part4
13526476874	14	63	part3
13554176151	10	129	part1
13525303199	19	40	part2
13564994851	16	134	part3
13543642588	18	44	part4
13549862137	0	116	part2
13582780138	14	15	part1
13528721587	7	97	part3
13502125754	0	77	part3
13596512968	9	60	part2
13523171629	6	12	part1
13579067749	6	36	part2
13577691114	9	106	part1
13542877152	1	29	part4
13531003126	7	106	part3
13549715061	10	103	part4
13518514781	13	40	part4
13568636159	17	35	part3
13558741056	16	74	part3
13500173634	10	49	part2
13597347589	10	105	part3
13592551378	0	13	part3
13503528626	15	0	part4
13534519444	11	93	part1
13517771430	4	83	part4
13533505863	1	35	part4
13589169693	8	22	part1
13528217716	0	130	part2
13574671196	5	142	part3
13581596611	7	103	part1
13512288556	5	28	part1
13575917671	18	70	part2
13582979270	15	111	part1
13559157650	16	52	part4
13529019441	3	94	part2
13504543907	18	24	part2
13503838000	16	80	part3
13500579122	4	98	part3
13552484709	19	11	part1
13576710214	14	66	part4
13570470640	13	43	part2
13599509320	3	83	part3
13550386856	1	9	part3
13585927805	7	44	part3
13596306880	16	44	part3
13522164134	4	125	part2
13524267501	9	68	part1
13545346265	2	2	part4
13507403868	5	77	part4
13544489440	4	64	part3
13570683384	6	129	part3
13564949318	2	87	part4
13593553318	1	130	part4
13562550273	18	97	part1
13576181965	0	69	part4
13509734892	15	85	part3
13553792274	8	10	part4
13559161494	4	23	part3
13551990810	7	78	part4
13590911061	12	30	part3
13535570304	17	140	part3
13546769797	19	102	part4
13556259345	19	56	part4
13540480991	15	51	part2
13518016751	16	105	part1
13596461672	4	131	part4
13550431097	18	5	part1
13590318135	10	126	part3
13514928810	14	110	part2
13531833901	11	129	part2
13558591091	16	8	part1
13553435076	5	136	part4
13532243706	14	114	part1
13510250734	9	103	part3
13595434406	3	46	part2
13597225677	9	6	part3
13522409895	7	142	part3
13521718693	10	56	part2
13570534420	9	27	part3
13559707243	2	88	part3
13591640746	0	71	part4
13522672799	13	103	part2
13576568060	19	135	part2
13574466062	14	27	part1
13567384031	9	85	part4
13535544500	5	4	part4
13568699096	16	125	part1
13544464325	4	76	part3
13558945716	19	97	part4
13575224242	18	124	part2
13582291748	15	100	part4
13509814781	7	105	part3
13543013299	5	35	part2
13564989556	8	130	part4
13582292735	16	32	part1
13589035679	14	18	part3
13504768002	6	112	part2
13595600169	15	94	part3
13556134482	3	34	part3
13561380787	3	107	part1
13584983969	12	24	part2
13579629719	18	41	part2
13565907656	13	54	part4
13541809348	5	80	part3
13514504024	3	29	part2
13541866185	8	127	part3
13549250059	14	57	part2
13578921841	3	12	part4
13566296138	9	113	part1
13500210288	12	89	part3
13574985825	17	67	part2
13581789462	16	121	part3
13557637562	18	62	part4
13538536426	14	106	part4
13523733412	11	146	part1
13541057570	11	131	part4
13567861920	6	70	part4
13590093755	0	53	part3
13509863356	4	116	part3
13531657569	0	31	part4
13576053728	12	19	part4
13527260009	19	51	part1
13566710140	6	97	part2
13501129634	15	95	part3
13513177012	1	65	part4
13567157645	8	69	part1
13588562460	1	79	part1
13559509978	14	136	part2
13573119300	0	94	part1
13540386393	14	64	part2
13538086753	18	69	part3
13515968298	9	111	part1
13558362973	3	0	part1
13581336138	16	131	part1
13526120079	6	18	part4
13509445078	16	141	part4
13526962651	19	50	part3
13577235477	17	57	part3
13506235188	1	93	part4
13500969993	13	140	part4
13549111750	16	34	part1
13571600345	9	124	part1
13535128375	0	80	part1
13572920883	5	147	part1
13559291483	17	102	part2
13597111962	15	49	part4
13598954263	12	79	part1
13532894017	2	135	part3
13543427211	1	142	part2
13546874508	0	51	part2
13571223573	8	12	part3
13572843436	6	74	part3
13526600999	15	17	part2
13549749566	14	124	part3
13594141519	2	131	part4
13544052160	16	33	part2
13528668028	3	134	part2
13599592904	2	129	part4
13539251031	4	40	part2
13586970585	1	66	part4
13579318927	9	140	part2
13506690289	19	43	part4
13561244931	19	104	part4
13579071077	15	36	part3
13570964102	5	1	part1
13548828103	17	28	part4
13575771291	17	3	part1
13589336157	10	44	part3
13518714626	10	21	part2
13546393799	2	11	part2
13542058250	19	62	part1
13591296043	5	109	part4
13545317514	1	1	part3
13534532660	7	123	part3
13544661525	9	41	part1
13560767197	12	34	part4
13584668716	19	54	part2
13505007496	13	26	part2
13521270071	18	60	part4
13507878525	18	31	part1
13505398465	3	127	part4
13588138948	0	101	part4
13558430868	14	85	part3
13512471574	19	111	part2
13589648885	3	127	part2
13559670268	13	123	part2
13574534308	1	90	part4
13525806727	6	56	part4
13560450238	14	80	part1
13521144350	4	106	part3
13527195010	11	61	part4
13505717497	17	7	part2
13571030638	13	2	part4
13579224637	18	33	part4
13511093311	13	13	part1
13502753724	11	20	part4
13576039907	8	53	part3
13558038622	13	116	part4
13529631682	14	51	part2
13565009362	19	126	part2
13505814631	11	93	part3
13598305012	7	79	part1
13579522883	14	111	part4
13528180756	2	146	part2
13560618913	19	118	part4
13597621086	7	136	part3
13551626045	12	17	part2
13520363051	17	102	part3
13509853030	13	39	part2
13556037975	14	102	part1
13585681678	9	71	part1
13593971386	19	131	part2
13539765456	18	71	part1
13560425676	3	119	part3
13554917399	11	43	part3
13532063983	5	91	part2
13538790632	19	32	part1
13511662290	7	102	part3
13592588909	1	76	part4
13556338798	18	121	part4
13534201061	11	132	part2
13534297410	5	22	part1
13542623749	16	31	part3
13506242745	4	0	part2
13532565476	5	141	part4
13564235049	1	52	part3
13555470301	16	103	part1
13595038390	8	90	part3
13583156372	13	116	part3
13553614731	8	24	part1
13553568330	1	31	part1
13518669481	12	131	part1
13520946974	8	10	part2
13532698725	0	120	part2
13513601197	19	0	part3
13522377653	19	126	part1
13518422304	0	78	part3
13540712805	16	64	part2
13539119880	11	68	part3
13536129702	15	136	part1
13500498596	17	22	part1
13555201827	8	34	part1
13527165007	15	77	part4
13597711885	17	131	part2
13591394450	5	120	part1
13577031025	7	123	part1
13537410955	1	123	part1
13564637359	17	0	part3
13558435078	19	142	part4
13501792252	11	56	part3
13555299744	5	102	part2
13535098861	15	34	part1
13506826160	11	59	part2
13510162375	8	53	part1
13519405649	6	90	part2
13523122416	17	13	part1
13593946196	15	1	part2
13597240082	13	24	part1
13524866870	1	74	part4
13539887025	0	132	part1
13563004851	11	135	part4
13561102537	11	132	part4
13579508362	4	12	part4
13585150013	17	114	part2
13582798940	19	54	part1
13584781029	16	44	part4
13502090995	12	147	part4
13584841886	5	69	part2
13519644962	13	121	part3
13588645772	0	54	part2
13557755615	8	33	part2
13559458849	19	90	part2
13556073724	7	23	part2
13557923929	2	85	part1
13505087320	2	39	part3
13571405279	18	147	part1
13504928392	5	5	part4
13569488280	9	122	part4
13541403494	18	144	part4
13561334648	1	49	part2
13596092267	17	40	part1
13553448696	12	70	part4
13570464921	9	111	part3
13570042700	2	127	part4
13546563289	8	1	part4
13501698343	9	52	part1
13568192288	3	142	part3
13597972882	14	54	part2
13565844997	2	23	part3
13516376926	15	19	part2
13527978083	12	88	part4
13517619179	8	53	part2
13596499821	12	138	part3
13529715259	19	131	part2
13568542334	14	83	part1
13540605695	12	50	part4
13555153404	12	103	part1
13564410641	7	123	part2
13585868107	14	39	part2
13514731672	17	91	part2
13500020859	12	93	part2
13507215587	7	39	part3
13537283721	9	99	part1
13589424511	10	68	part4
13524727931	7	82	part3
13534501241	7	86	part1
13559416040	7	117	part1
13551010763	13	0	part4
13569114904	3	44	part3
13502135016	0	32	part2
13524977424	19	90	part3
13593745411	6	1	part1
13567929382	6	84	part4
13514816786	1	62	part3
13560584493	16	45	part4
13596033462	13	36	part1
13557568279	14	140	part2
13574252361	14	3	part2
13590897813	16	141	part2
13506628347	8	35	part2
13512220508	7	141	part4
13570346417	2	71	part1
13543961171	14	104	part3
13529591973	18	126	part3
13515369935	13	61	part1
13528280214	18	6	part1
13571282656	5	51	part3
13520230900	11	74	part2
13501804666	19	65	part3
13585363021	16	9	part2
13547944838	19	94	part4
13598248508	8	90	part3
13515586471	11	32	part4
13525472023	11	61	part4
13579575856	0	72	part4
13512384794	11	59	part4
13589676290	10	102	part2
13595869930	17	18	part2
13528918467	16	19	part3
13548211315	13	31	part2
13541865988	9	96	part2
13504029058	18	85	part4
13567861789	15	125	part3
13528724967	1	25	part4
13596376262	10	71	part1
13570715012	11	0	part1
13514220814	1	84	part2
13543874851	9	38	part3
13584792041	0	116	part4
13518862030	15	57	part2
13509432299	16	124	part1
13526456753	1	110	part3
13539851685	16	85	part4
13568184420	2	44	part4
13557687704	19	129	part4
13524578850	8	41	part2
13599497495	18	69	part2
13583493706	13	10	part2
13576751345	1	80	part3
13533309260	8	17	part4
13502520254	1	46	part3
13517052518	2	18	part1
13596774450	6	145	part1
13534104937	4	64	part3
13592900947	19	46	part1
13597530122	5	33	part4
13518182431	1	13	part1
13562612934	4	143	part3
13560529406	3	28	part4
13570445912	9	46	part1
13514254541	8	15	part3
13510933996	5	11	part4
13591214834	11	49	part4
13571641983	16	80	part2
13590871838	16	58	part2
13552376253	8	98	part1
13568748707	17	22	part1
13513213188	0	23	part2
13540501666	7	49	part2
13503279621	15	51	part2
13550717829	12	113	part4
13518693858	15	23	part1
13591190614	16	127	part1
13584609607	5	15	part3
13565231556	5	33	part1
13569985174	18	121	part1
13515785859	9	69	part2
13548619841	2	60	part3
13513738019	15	14	part4
13572034426	6	90	part3
13525097527	7	20	part3
13542617213	16	12	part2
13544419534	7	113	part3
13593341098	0	71	part2
13510540977	18	39	part4
13549755166	11	20	part2
13538569216	6	79	part4
13595467779	18	132	part2
13555354113	14	31	part4
13530212579	13	2	part2
13515821897	9	66	part3
13517791376	11	133	part3
13582354878	1	65	part1
13593055041	0	32	part2
13507633071	1	40	part1
13553355953	2	10	part3
13567372475	9	32	part4
13563833407	16	42	part4
13553509405	19	112	part2
13565982032	17	135	part3
13530130951	5	13	part4
13598644557	9	11	part2
13566556329	2	46	part2
13550324622	14	75	part3
13562788129	18	139	part4
13543081983	10	79	part4
13500663707	12	99	part1
13535770731	0	146	part4
13529040879	9	62	part4
13502508575	5	148	part3
13571589958	8	121	part3
13512437552	11	82	part4
13598164694	8	117	part4
13512401395	13	107	part3
13567309168	18	97	part3
13566034659	13	8	part1
13599604847	0	129	part4
13536105579	3	71	part1
13564961180	5	14	part2
13596175963	10	47	part1
13541200423	7	106	part2
13565678608	16	95	part1
13526423127	7	48	part3
13536322015	11	0	part1
13591227183	10	17	part1
13534160244	1	89	part3
13598325582	3	118	part2
13548784338	19	134	part1
13586198598	11	61	part4
13558715437	5	41	part2
13540825729	17	45	part4
13510011485	19	100	part2
13555060049	17	69	part3
13506382777	11	130	part3
13574732963	8	134	part4
13526471279	9	16	part2
13573047132	19	97	part4
13507722312	15	43	part4
13504804135	10	14	part2
13570882530	14	46	part4
13575063218	1	98	part4
13514927935	4	12	part3
13566453158	3	80	part2
13597310272	2	98	part3
13521285172	9	120	part4
13501366384	19	56	part4
13515783921	12	17	part2
13526328618	7	91	part4
13567555226	10	14	part1
13573014483	10	124	part3
13539620274	11	108	part3
13547757557	4	42	part2
13562577069	8	103	part1
13550987695	16	49	part4
13529284201	6	16	part2
13557620517	15	0	part4
13502757243	2	145	part2
13512398035	14	146	part2
13508107797	10	99	part1
13507388670	14	40	part2
13574207796	0	49	part2
13552903129	1	9	part4
13505402410	8	90	part3
13503378399	3	109	part1
13556669168	9	133	part1
13543989645	0	14	part2
13535826136	0	12	part3
13542950580	1	63	part3
13534317084	11	63	part1
13580332570	1	143	part2
13512128585	9	30	part1
13504303244	8	131	part2
13534053797	9	134	part1
13510016664	18	87	part1
13556062847	5	99	part4
13550344682	0	58	part3
13579717171	1	67	part4
13501824556	10	43	part3
13585066614	15	110	part3
13500496982	13	60	part4
13531501534	9	147	part3
13529305571	2	49	part3
13535085225	13	128	part1
13559619750	15	120	part2
13574262407	4	111	part2
13580328385	0	60	part2
13550899323	9	111	part2
13538575342	11	117	part2
13517436287	19	86	part2
13557935475	12	97	part1
13593437734	19	44	part2
13502164199	6	132	part4
13554795470	19	147	part4
13535969752	19	31	part3
13594361369	3	93	part3
13524926374	13	1	part1
13509352759	3	80	part2
13562375716	10	33	part2
13503711123	12	115	part4
13577287363	10	35	part3
13583382263	2	141	part3
13574786482	17	4	part4
13538092716	2	80	part4
13552079191	9	106	part2
13544439730	18	87	part4
13567651341	4	21	part1
13578532324	4	75	part2
13599899177	10	1	part3
13504045650	14	59	part1
13559812000	19	102	part3
13570176581	1	144	part3
13501605643	10	1	part3
13586207225	19	52	part3
13576755385	8	31	part2
13535096941	2	9	part4
13559481225	4	128	part1
13511416906	2	89	part4
13530792527	4	104	part3
13501080438	2	42	part3
13551738343	11	23	part3
13577977500	11	46	part4
13592466174	20	53	part3
13521681698	15	38	part2
13567277800	10	24	part3
13516787682	14	103	part3
13505245317	5	106	part1
13597253131	4	139	part3
13529390125	6	5	part1
13566369115	18	62	part3
13571953388	2	67	part4
13586041206	13	125	part2
13546238351	14	60	part4
13513485990	16	136	part3
13522631284	3	96	part2
13508572918	16	14	part3
13518117204	16	45	part1
13597640057	11	18	part3
13563379586	2	22	part2
13541209991	16	123	part2
13590515393	19	138	part3
13597558712	12	80	part3
13510755291	8	26	part2
13563776084	10	109	part1
13576612722	15	73	part2
13519671835	7	7	part2
13540675085	6	79	part1
13552627227	11	104	part1
13513397229	19	37	part4
13510644921	17	133	part4
13521907378	20	70	part4
13534143651	6	89	part2
13564673378	2	74	part2
13556485011	4	107	part1
13539616089	16	75	part2
13544774203	3	1	part1
13570229073	12	99	part4
13574796117	10	136	part1
13545433369	8	65	part4
13567352649	8	82	part4
13551838545	5	36	part3
13593941465	13	131	part1
13520778031	11	60	part1
13564524499	11	136	part2
13596017023	11	143	part3
13559729676	8	141	part1
13558784818	1	108	part4
13527448583	7	17	part4
13563848593	13	67	part4
13542135324	5	52	part4
13508578942	9	24	part3
13596593481	16	117	part1
13581884655	1	47	part2
13592875643	18	143	part3
13579914433	17	48	part1
13552901361	1	53	part2
13520022078	3	115	part4
13511331200	10	83	part3
13547161615	15	2	part3
13563892544	19	136	part2
13546223200	5	114	part4
13568432647	7	43	part2
13528253043	9	88	part3
13590794457	18	53	part4
13548360129	10	116	part3
13562525263	2	22	part1
13578949657	16	97	part4
13541003051	19	137	part4
13516013642	1	128	part3
13598238536	15	65	part2
13586453232	15	131	part2
13510350400	18	136	part3
13537373802	17	68	part2
13583413369	0	36	part1
13591875272	19	28	part1
13547044413	15	63	part3
13543008694	7	51	part4
13588113871	17	120	part3
13577097821	14	29	part4
13548297271	1	35	part3
13550671323	8	47	part2
13543331053	7	47	part4
13521420878	11	60	part2
13539591500	15	4	part4
13516060750	7	138	part1
13599045401	15	37	part2
13561981145	2	82	part4
13586610346	16	108	part1
13599745449	18	39	part1
13552057319	6	112	part3
13524768839	14	31	part1
13520572254	13	114	part2
13556113404	9	92	part2
13557116226	8	111	part1
13586519146	4	141	part2
13575381516	8	33	part3
13581176804	12	104	part3
13548330991	9	81	part3
13532055097	5	28	part2
13522126158	9	75	part4
13563693184	19	11	part1
13513498357	13	109	part3
13529831506	7	22	part4
13504126121	18	29	part4
13564610893	14	93	part3
13592542735	15	101	part1
13547862979	1	96	part1
13555739117	8	135	part1
13510465572	11	138	part4
13581941861	9	123	part3
13529239767	2	86	part1
13592274131	19	116	part3
13508097637	17	111	part4
13596682076	4	28	part1
13578109663	10	97	part3
13519318337	2	5	part2
13559120585	18	31	part1
13586300711	4	140	part1
13507579218	19	32	part3
13528995275	2	101	part3
13508446034	8	107	part4
13584343433	16	141	part2
13502371382	4	130	part1
13553620713	7	99	part4
13579682882	2	12	part2
13516847435	1	23	part1
13561497077	7	23	part2
13540009355	15	50	part3
13528768673	9	19	part1
13583571061	19	94	part4
13587789006	8	41	part3
13528276765	15	133	part2
13511759160	17	104	part3
13506406632	15	94	part1
13519962666	8	30	part4
13592778475	10	121	part3
13537343784	5	127	part3
13571105008	3	68	part3
13564596355	8	130	part1
13514383477	17	89	part2
13516847856	13	128	part3
13572986568	17	92	part2
13508874519	13	118	part2
13515909331	9	54	part1
13537987449	12	122	part2
13569804377	14	80	part4
13574232787	8	43	part1
13519399852	8	118	part1
13541477633	9	95	part4
13585729772	15	51	part3
13567628336	8	0	part1
13558842165	14	98	part2
13595776841	8	57	part4
